	tissue	gene_id	gene_name	chr	start	end	num_var	TR_chr	TR_start	TR_end	TR_locus	eTR	lead_TR	lead_p_nominal	p_nominal	slope	slope_se	qval
1908	Skin_Sun_Exposed_Lower_leg	ENSG00000144791.9	LIMD1	chr3	45555394	45686338	2	chr3	45675535	45675681	17138	True	True	6.0826e-05	6.0826e-05	1.6348e-01	4.0479e-02	2.3508e-02
1909	Skin_Sun_Exposed_Lower_leg	ENSG00000275160.1	RP11-187C18.3	chr9	41479960	41480548	2	chr9	41496336	41496527	27381	True	True	6.1162e-05	6.1162e-05	1.6678e-01	4.1299e-02	2.3508e-02
1910	Adipose_Subcutaneous	ENSG00000112877.7	CEP72	chr5	612272	667168	33	chr5	542185	542288	20357	True	True	2.8171e-06	2.8171e-06	1.9473e-01	4.1156e-02	2.3525e-02
1911	Breast_Mammary_Tissue	ENSG00000128383.12	APOBEC3A	chr22	38952741	38963183	6	chr22	38981117	38981249	16433	True	True	8.8903e-06	8.8903e-06	2.2397e-01	4.9735e-02	2.3570e-02
1912	Muscle_Skeletal	ENSG00000138750.14	NUP54	chr4	76114659	76148515	2	chr4	76027456	76027965	19295	True	True	5.2607e-05	5.2607e-05	-1.5276e-01	3.7541e-02	2.3753e-02
1913	Artery_Aorta	ENSG00000165272.14	AQP3	chr9	33441154	33447611	1	chr9	33423377	33423908	27326	True	True	5.1026e-05	5.1026e-05	-2.0545e-01	5.0139e-02	2.3865e-02
1914	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000220804.8	LINC01881	chr2	242088633	242160153	7	chr2	242084750	242085434	14876	True	True	1.3603e-05	1.3603e-05	1.9244e-01	4.3798e-02	2.3867e-02
1915	Adrenal_Gland	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113610060	113611275	13631	True	True	5.2845e-06	5.2845e-06	2.9450e-01	6.3151e-02	2.3931e-02
1916	Heart_Left_Ventricle	ENSG00000124116.18	WFDC3	chr20	45747944	45791932	4	chr20	45738844	45739247	15244	True	True	1.3668e-05	1.3668e-05	2.1993e-01	4.9912e-02	2.4050e-02
1917	Stomach	ENSG00000184465.15	WDR27	chr6	169457212	169702048	16	chr6	169765857	169766056	23628	True	True	2.4948e-06	2.4948e-06	2.5931e-01	5.4074e-02	2.4159e-02
1918	Brain_Frontal_Cortex_BA9	ENSG00000124116.18	WFDC3	chr20	45747944	45791932	4	chr20	45738844	45739247	15244	True	True	5.0280e-06	5.0280e-06	3.3723e-01	7.1575e-02	2.4196e-02
1919	Artery_Tibial	ENSG00000144134.18	RABL2A	chr2	113627229	113643396	7	chr2	113610060	113611275	13631	True	True	1.4246e-05	1.4246e-05	1.8021e-01	4.1164e-02	2.4479e-02
1920	Brain_Cerebellum	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	2.9269e-06	2.9269e-06	3.2142e-01	6.6792e-02	2.4499e-02
1921	Stomach	ENSG00000032742.17	IFT88	chr13	20567069	20691437	2	chr13	20550539	20550640	6323	True	True	2.1053e-05	2.1053e-05	-2.3643e-01	5.4746e-02	2.4734e-02
1922	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000260077.1	RP11-254F7.2	chr2	10039092	10040663	5	chr2	10043173	10043272	12897	True	True	2.0338e-05	2.0338e-05	-1.9063e-01	4.4302e-02	2.4888e-02
1923	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000231187.2	RP11-38L15.3	chr10	46582782	46598145	1	chr10	46608408	46608545	2719	True	True	1.0079e-04	1.0079e-04	1.7218e-01	4.3922e-02	2.4888e-02
1924	Artery_Aorta	ENSG00000168993.14	CPLX1	chr4	784957	826198	27	chr4	789886	790121	18492	True	True	2.0227e-06	2.0227e-06	2.4092e-01	4.9919e-02	2.4950e-02
1925	Nerve_Tibial	ENSG00000197345.12	MRPL21	chr11	68891276	68903835	6	chr11	68929805	68929955	4214	True	True	2.0004e-05	2.0004e-05	-1.8497e-01	4.2972e-02	2.4965e-02
1926	Nerve_Tibial	ENSG00000075131.9	TIPIN	chr15	66336206	66386746	1	chr15	66420718	66420891	8468	True	True	1.1895e-04	1.1895e-04	-1.6685e-01	4.3032e-02	2.4965e-02
1927	Esophagus_Mucosa	ENSG00000160072.19	ATAD3B	chr1	1471769	1496202	6	chr1	1461588	1461786	50	True	True	1.2136e-05	1.2136e-05	1.9603e-01	4.4344e-02	2.4970e-02
1928	Esophagus_Mucosa	ENSG00000166224.16	SGPL1	chr10	70815961	70881173	4	chr10	70918481	70918919	2919	True	True	1.7723e-05	1.7723e-05	-1.9256e-01	4.4421e-02	2.4970e-02
1929	Esophagus_Mucosa	ENSG00000242607.1	RPS3AP34	chr8	12570350	12571130	1	chr8	12591099	12591437	25809	True	True	7.3013e-05	7.3013e-05	1.7730e-01	4.4324e-02	2.4970e-02
1930	Esophagus_Mucosa	ENSG00000132740.8	IGHMBP2	chr11	68903842	68940599	6	chr11	68929805	68929955	4214	True	True	1.2268e-05	1.2268e-05	1.9612e-01	4.4389e-02	2.4970e-02
1931	Whole_Blood	ENSG00000178952.10	TUFM	chr16	28842411	28846408	2	chr16	28818217	28818510	9237	True	True	6.4255e-05	6.4255e-05	-1.5574e-01	3.8715e-02	2.5001e-02
1932	Whole_Blood	ENSG00000256020.1	RP5-1154L15.2	chr12	585865	586486	12	chr12	590657	591094	4945	True	True	1.0717e-05	1.0717e-05	-1.6941e-01	3.8189e-02	2.5001e-02
1933	Brain_Cerebellum	ENSG00000184967.6	NOC4L	chr12	132144448	132152441	12	chr12	132148889	132150763	6237	True	True	2.1040e-06	2.1040e-06	-3.2890e-01	6.7283e-02	2.5159e-02
1934	Esophagus_Muscularis	ENSG00000164393.8	ADGRF2	chr6	47656436	47697797	3	chr6	47589379	47589579	22453	True	True	3.9077e-05	3.9077e-05	-1.9073e-01	4.5919e-02	2.5293e-02
1935	Esophagus_Muscularis	ENSG00000268883.2	PNMA6B	chrX	153075769	153076968	2	chrX	153026586	153026816	29043	True	True	5.8529e-05	5.8529e-05	1.8664e-01	4.6006e-02	2.5293e-02
1936	Adipose_Visceral_Omentum	ENSG00000221990.4	EXOC3-AS1	chr5	441498	443157	24	chr5	415290	415731	20342	True	True	3.2293e-06	3.2293e-06	2.1580e-01	4.5776e-02	2.5358e-02
1937	Colon_Transverse	ENSG00000211972.2	IGHV3-66	chr14	106675017	106675544	2	chr14	106705656	106706543	8160	True	True	3.4341e-05	3.4341e-05	-2.2107e-01	5.2659e-02	2.5524e-02
1938	Whole_Blood	ENSG00000164366.3	CCDC127	chr5	196871	218215	22	chr5	266710	266938	20328	True	True	6.0437e-06	6.0437e-06	-1.8161e-01	3.9783e-02	2.5550e-02
1939	Skin_Sun_Exposed_Lower_leg	ENSG00000148824.18	MTG1	chr10	133394094	133420665	11	chr10	133431211	133431975	3619	True	True	1.2323e-05	1.2323e-05	1.8262e-01	4.1400e-02	2.5810e-02
1940	Liver	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	764827	765401	20384	True	True	2.1788e-06	2.1788e-06	3.2765e-01	6.7144e-02	2.5845e-02
1941	Thyroid	ENSG00000278970.1	HEIH	chr5	180829954	180831364	5	chr5	180829135	180829352	21965	True	True	2.8067e-05	2.8067e-05	1.7539e-01	4.1529e-02	2.5847e-02
1942	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000197062.11	ZSCAN26	chr6	28267010	28278224	2	chr6	28339843	28340050	22322	True	True	5.3466e-05	5.3466e-05	1.7894e-01	4.3912e-02	2.5866e-02
1943	Nerve_Tibial	ENSG00000008838.19	MED24	chr17	40019097	40061215	1	chr17	39956231	39956296	10271	True	True	1.2560e-04	1.2560e-04	-1.6691e-01	4.3196e-02	2.5871e-02
1944	Adipose_Subcutaneous	ENSG00000075131.9	TIPIN	chr15	66336206	66386746	1	chr15	66420718	66420891	8468	True	True	1.0372e-04	1.0372e-04	-1.6131e-01	4.1265e-02	2.5924e-02
1945	Heart_Atrial_Appendage	ENSG00000274422.1	LL22NC03-2H8.5	chr22	22283928	22287220	2	chr22	22297963	22298171	16253	True	True	3.6465e-05	3.6465e-05	-2.1433e-01	5.1267e-02	2.6244e-02
1946	Cells_Cultured_fibroblasts	ENSG00000184497.12	TMEM255B	chr13	113759240	113816995	21	chr13	113800901	113801055	7288	True	True	5.1737e-06	5.1737e-06	-2.0760e-01	4.5026e-02	2.6256e-02
1947	Lung	ENSG00000274627.1	RP11-104N10.2	chr16	89516797	89522217	12	chr16	89429084	89430599	9805	True	True	8.0989e-06	8.0989e-06	-2.0027e-01	4.4396e-02	2.6329e-02
1948	Muscle_Skeletal	ENSG00000230715.3	RP11-274B21.4	chr7	128652841	128653243	3	chr7	128589138	128589210	24948	True	True	3.9499e-05	3.9499e-05	1.5514e-01	3.7500e-02	2.6408e-02
1949	Colon_Transverse	ENSG00000211973.2	IGHV1-69	chr14	106714684	106715181	4	chr14	106705656	106706543	8160	True	True	1.8119e-05	1.8119e-05	2.2857e-01	5.2566e-02	2.6462e-02
1950	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000272779.1	LL22NC03-80A10.6	chr22	22303224	22310401	2	chr22	22297963	22298171	16253	True	True	5.5422e-05	5.5422e-05	-1.7928e-01	4.4085e-02	2.6505e-02
1951	Stomach	ENSG00000144815.15	NXPE3	chr3	101779202	101827392	4	chr3	101680712	101680782	17572	True	True	1.1661e-05	1.1661e-05	-2.4347e-01	5.4648e-02	2.6616e-02
1952	Skin_Sun_Exposed_Lower_leg	ENSG00000278811.4	LINC00624	chr1	147258885	147517875	5	chr1	147467286	147467360	1119	True	True	2.8420e-05	2.8420e-05	1.7199e-01	4.0764e-02	2.6812e-02
1953	Artery_Tibial	ENSG00000250971.1	RP11-696F12.1	chr4	187060099	187060930	7	chr4	186959308	186973476	20213	True	True	1.5987e-05	1.5987e-05	-1.8138e-01	4.1669e-02	2.7122e-02
1954	Nerve_Tibial	ENSG00000215237.6	RP11-54D18.2	chr9	14993312	15019729	2	chr9	14991460	14991546	27190	True	True	6.7179e-05	6.7179e-05	-1.7405e-01	4.3309e-02	2.7148e-02
1955	Nerve_Tibial	ENSG00000103034.14	NDRG4	chr16	58462846	58513628	2	chr16	58580968	58581148	9391	True	True	6.6717e-05	6.6717e-05	1.7265e-01	4.2947e-02	2.7148e-02
1956	Adrenal_Gland	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	4.1670e-06	4.1670e-06	3.0667e-01	6.4913e-02	2.7257e-02
1957	Minor_Salivary_Gland	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	3.9084e-06	3.9084e-06	3.7390e-01	7.7832e-02	2.7261e-02
1958	Thyroid	ENSG00000204176.13	SYT15	chr10	46578217	46594173	1	chr10	46608408	46608545	2719	True	True	1.4964e-04	1.4964e-04	1.5998e-01	4.1901e-02	2.7325e-02
1959	Thyroid	ENSG00000274627.1	RP11-104N10.2	chr16	89516797	89522217	12	chr16	89429084	89430599	9805	True	True	1.2596e-05	1.2596e-05	-1.8552e-01	4.2092e-02	2.7368e-02
1960	Adipose_Subcutaneous	ENSG00000180747.15	SMG1P3	chr16	21446683	21520444	4	chr16	21524615	21525311	9148	True	True	2.7998e-05	2.7998e-05	1.7301e-01	4.0967e-02	2.7649e-02
1961	Esophagus_Mucosa	ENSG00000140471.16	LINS1	chr15	100564692	100603214	10	chr15	100554291	100558659	8773	True	True	8.3463e-06	8.3463e-06	-2.0435e-01	4.5347e-02	2.7834e-02
1962	Adipose_Visceral_Omentum	ENSG00000138750.14	NUP54	chr4	76114659	76148515	2	chr4	76027456	76027965	19295	True	True	4.3226e-05	4.3226e-05	-1.8906e-01	4.5784e-02	2.7836e-02
1963	Artery_Tibial	ENSG00000185127.6	C6orf120	chr6	169702190	169704856	8	chr6	169765857	169766056	23628	True	True	1.4727e-05	1.4727e-05	-1.7899e-01	4.0958e-02	2.7848e-02
1964	Artery_Tibial	ENSG00000231943.7	PGM5P4-AS1	chr2	113527568	113542672	3	chr2	113610060	113611275	13631	True	True	3.8964e-05	3.8964e-05	-1.7095e-01	4.1233e-02	2.7848e-02
1965	Esophagus_Muscularis	ENSG00000160221.16	C21orf33	chr21	44133605	44145723	11	chr21	44163310	44163456	16055	True	True	1.1903e-05	1.1903e-05	2.0305e-01	4.5854e-02	2.7942e-02
1966	Artery_Tibial	ENSG00000279923.1	CTD-2008E3.1	chr5	31558573	31559875	2	chr5	31578413	31578582	20835	True	True	6.0151e-05	6.0151e-05	1.6753e-01	4.1439e-02	2.7985e-02
1967	Artery_Tibial	ENSG00000276248.1	RP11-230F18.5	chr13	113527260	113530621	18	chr13	113514426	113514749	7266	True	True	6.7398e-06	6.7398e-06	1.8570e-01	4.0871e-02	2.7985e-02
1968	Lung	ENSG00000172987.12	HPSE2	chr10	98457077	99235862	2	chr10	99251497	99251595	3112	True	True	5.3614e-05	5.3614e-05	-1.7909e-01	4.3954e-02	2.8332e-02
1969	Lung	ENSG00000234630.1	LL22NC03-2H8.4	chr22	22293733	22294794	2	chr22	22297963	22298171	16253	True	True	5.3077e-05	5.3077e-05	-1.7849e-01	4.3785e-02	2.8332e-02
1970	Small_Intestine_Terminal_Ileum	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	3.3098e-06	3.3098e-06	3.4804e-01	7.2328e-02	2.8384e-02
1971	Colon_Transverse	ENSG00000274422.1	LL22NC03-2H8.5	chr22	22283928	22287220	2	chr22	22297963	22298171	16253	True	True	3.9559e-05	3.9559e-05	-2.1454e-01	5.1549e-02	2.8388e-02
1972	Nerve_Tibial	ENSG00000197969.11	VPS13A	chr9	77177353	77421541	4	chr9	77427598	77427668	27470	True	True	3.6130e-05	3.6130e-05	-1.7959e-01	4.3098e-02	2.8390e-02
1973	Nerve_Tibial	ENSG00000185619.18	PCGF3	chr4	705748	770640	27	chr4	789886	790121	18492	True	True	5.2802e-06	5.2802e-06	1.9687e-01	4.2789e-02	2.8390e-02
1974	Nerve_Tibial	ENSG00000270972.1	RP11-326C3.15	chr11	333192	333688	10	chr11	321337	322619	3637	True	True	1.4342e-05	1.4342e-05	-1.8936e-01	4.3226e-02	2.8390e-02
1975	Adrenal_Gland	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	1.0148e-05	1.0148e-05	2.8649e-01	6.3451e-02	2.8450e-02
1976	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000259865.1	RP11-488L18.10	chr1	247187281	247188526	8	chr1	247199607	247199773	2024	True	True	1.5189e-05	1.5189e-05	1.9176e-01	4.3891e-02	2.8536e-02
1977	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000167311.13	ART5	chr11	3638503	3642316	5	chr11	3653751	3654824	3768	True	True	2.4417e-05	2.4417e-05	-1.8588e-01	4.3638e-02	2.8536e-02
1978	Esophagus_Mucosa	ENSG00000171700.13	RGS19	chr20	64073181	64079988	20	chr20	64088575	64089043	15626	True	True	4.3716e-06	4.3716e-06	2.0961e-01	4.5102e-02	2.8672e-02
1979	Whole_Blood	ENSG00000167644.11	C19orf33	chr19	38304161	38305009	1	chr19	38344643	38344850	12314	True	True	1.5249e-04	1.5249e-04	1.4812e-01	3.8880e-02	2.8970e-02
1980	Artery_Aorta	ENSG00000272512.1	RP11-54O7.17	chr1	995966	998051	12	chr1	1056317	1056751	27	True	True	5.4326e-06	5.4326e-06	2.2940e-01	4.9735e-02	2.9105e-02
1981	Esophagus_Mucosa	ENSG00000018610.13	CXorf56	chrX	119538149	119565408	1	chrX	119456961	119457223	28830	True	True	9.1950e-05	9.1950e-05	1.7646e-01	4.4741e-02	2.9219e-02
1982	Esophagus_Mucosa	ENSG00000112584.13	FAM120B	chr6	170290703	170407065	27	chr6	170398296	170400316	23682	True	True	3.4100e-06	3.4100e-06	2.0931e-01	4.4540e-02	2.9219e-02
1983	Spleen	ENSG00000251819.1	RNU6-322P	chr15	100551820	100551922	8	chr15	100554291	100558659	8773	True	True	5.6290e-06	5.6290e-06	3.0403e-01	6.5275e-02	2.9324e-02
1984	Testis	ENSG00000236427.1	RP11-107M16.2	chr1	152205858	152207057	3	chr1	152213243	152221044	1143	True	True	2.9115e-05	2.9115e-05	2.3248e-01	5.4800e-02	2.9460e-02
1985	Skin_Sun_Exposed_Lower_leg	ENSG00000197381.15	ADARB1	chr21	45074569	45226560	17	chr21	45055041	45055120	16105	True	True	9.2706e-06	9.2706e-06	1.8451e-01	4.1239e-02	2.9468e-02
1986	Spleen	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	1.5559e-05	1.5559e-05	-2.9131e-01	6.5857e-02	2.9474e-02
1987	Colon_Sigmoid	ENSG00000237440.8	ZNF737	chr19	20535825	20565809	6	chr19	20520390	20520523	12088	True	True	1.1246e-05	1.1246e-05	2.4541e-01	5.4971e-02	2.9481e-02
1988	Lung	ENSG00000156096.13	UGT2B4	chr4	69480165	69526014	2	chr4	69502053	69502178	19233	True	True	5.6776e-05	5.6776e-05	1.7868e-01	4.4002e-02	2.9637e-02
1989	Brain_Frontal_Cortex_BA9	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	8.7345e-06	8.7345e-06	-3.4244e-01	7.4510e-02	2.9773e-02
1990	Muscle_Skeletal	ENSG00000151468.10	CCDC3	chr10	12896625	13099309	3	chr10	12966170	12966276	2427	True	True	4.5772e-05	4.5772e-05	1.5376e-01	3.7481e-02	2.9916e-02
1991	Muscle_Skeletal	ENSG00000151640.12	DPYSL4	chr10	132186900	132205776	16	chr10	132190852	132192113	3501	True	True	8.6050e-06	8.6050e-06	1.7083e-01	3.8094e-02	2.9916e-02
1992	Lung	ENSG00000244482.10	LILRA6	chr19	54236592	54242791	8	chr19	54235731	54235981	12537	True	True	1.4727e-05	1.4727e-05	1.9112e-01	4.3679e-02	3.0017e-02
1993	Lung	ENSG00000131591.17	C1orf159	chr1	1081818	1116361	19	chr1	1098986	1099902	29	True	True	6.1443e-06	6.1443e-06	-1.9870e-01	4.3483e-02	3.0017e-02
1994	Adipose_Subcutaneous	ENSG00000276291.5	FRG1HP	chr9	40992249	41218410	2	chr9	40922613	40931547	27374	True	True	6.1798e-05	6.1798e-05	1.6582e-01	4.1090e-02	3.0147e-02
1995	Adipose_Subcutaneous	ENSG00000106588.10	PSMA2	chr7	42916857	42932199	2	chr7	42923684	42923933	24220	True	True	6.2796e-05	6.2796e-05	1.6624e-01	4.1230e-02	3.0269e-02
1996	Colon_Sigmoid	ENSG00000231187.2	RP11-38L15.3	chr10	46582782	46598145	1	chr10	46608408	46608545	2719	True	True	7.0902e-05	7.0902e-05	2.2335e-01	5.5451e-02	3.0319e-02
1997	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000245556.2	SCAMP1-AS1	chr5	78342365	78360507	1	chr5	78317135	78317279	21144	True	True	1.3131e-04	1.3131e-04	1.6952e-01	4.3986e-02	3.0352e-02
1998	Small_Intestine_Terminal_Ileum	ENSG00000254812.1	RP11-661A12.12	chr8	143632071	143633756	6	chr8	143628618	143629053	27006	True	True	4.9563e-06	4.9563e-06	3.4407e-01	7.2876e-02	3.0359e-02
1999	Lung	ENSG00000174775.16	HRAS	chr11	532242	537287	18	chr11	585207	585670	3657	True	True	6.7261e-06	6.7261e-06	2.0160e-01	4.4293e-02	3.0484e-02
2000	Artery_Tibial	ENSG00000172554.11	SNTG2	chr2	950868	1367613	38	chr2	1093884	1095043	12701	True	True	3.5208e-06	3.5208e-06	-1.9698e-01	4.2035e-02	3.0494e-02
2001	Nerve_Tibial	ENSG00000242612.6	DECR2	chr16	401826	412487	13	chr16	458382	458615	8835	True	True	1.2125e-05	1.2125e-05	-1.9506e-01	4.4128e-02	3.0680e-02
2002	Esophagus_Mucosa	ENSG00000124532.14	MRS2	chr6	24402908	24426194	5	chr6	24421469	24421559	22295	True	True	1.9969e-05	1.9969e-05	1.9178e-01	4.4519e-02	3.0696e-02
2003	Esophagus_Mucosa	ENSG00000130023.15	ERMARD	chr6	169751622	169781584	10	chr6	169765857	169766056	23628	True	True	9.8728e-06	9.8728e-06	-1.9780e-01	4.4283e-02	3.0696e-02
2004	Adipose_Visceral_Omentum	ENSG00000164924.17	YWHAZ	chr8	100916525	100953388	2	chr8	100878222	100878360	26502	True	True	4.8566e-05	4.8566e-05	1.8823e-01	4.5892e-02	3.0786e-02
2005	Testis	ENSG00000248893.3	FAM138E	chr15	101954885	101956412	2	chr15	101908459	101908637	8812	True	True	4.6176e-05	4.6176e-05	2.3107e-01	5.5894e-02	3.0787e-02
2006	Esophagus_Muscularis	ENSG00000010072.15	SPRTN	chr1	231337853	231355023	1	chr1	231391036	231391183	1775	True	True	1.4608e-04	1.4608e-04	-1.7673e-01	4.6143e-02	3.0840e-02
2007	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000275898.1	RP11-497G19.7	chr12	116580974	116583672	3	chr12	116651934	116652069	5931	True	True	4.5279e-05	4.5279e-05	1.8046e-01	4.3856e-02	3.1053e-02
2008	Esophagus_Muscularis	ENSG00000168993.14	CPLX1	chr4	784957	826198	27	chr4	789886	790121	18492	True	True	5.5163e-06	5.5163e-06	2.1030e-01	4.5732e-02	3.1109e-02
2009	Pancreas	ENSG00000179750.15	APOBEC3B	chr22	38982347	38992804	5	chr22	38981117	38981249	16433	True	True	1.0715e-05	1.0715e-05	2.5154e-01	5.6160e-02	3.1190e-02
2010	Nerve_Tibial	ENSG00000154803.12	FLCN	chr17	17212212	17237182	3	chr17	17252331	17252468	10146	True	True	5.4206e-05	5.4206e-05	-1.7673e-01	4.3414e-02	3.1365e-02
2011	Lung	ENSG00000141934.9	PLPP2	chr19	281040	291504	16	chr19	198330	200432	11745	True	True	7.9149e-06	7.9149e-06	-2.0130e-01	4.4570e-02	3.1515e-02
2012	Skin_Sun_Exposed_Lower_leg	ENSG00000123892.11	RAB38	chr11	88113242	88175467	3	chr11	88189198	88189791	4429	True	True	5.6783e-05	5.6783e-05	1.6537e-01	4.0776e-02	3.1568e-02
2013	Esophagus_Muscularis	ENSG00000255050.1	RP11-661A12.9	chr8	143573490	143577268	8	chr8	143669449	143669626	27007	True	True	1.9094e-05	1.9094e-05	2.0138e-01	4.6591e-02	3.1569e-02
2014	Skin_Sun_Exposed_Lower_leg	ENSG00000165272.14	AQP3	chr9	33441154	33447611	1	chr9	33423377	33423908	27326	True	True	1.7225e-04	1.7225e-04	-1.5303e-01	4.0479e-02	3.1638e-02
2015	Nerve_Tibial	ENSG00000006744.18	ELAC2	chr17	12992391	13018187	4	chr17	13022540	13022662	10112	True	True	4.1398e-05	4.1398e-05	1.7996e-01	4.3515e-02	3.1651e-02
2016	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000196526.10	AFAP1	chr4	7758714	7872313	19	chr4	7863940	7864166	18691	True	True	7.3944e-06	7.3944e-06	-1.9796e-01	4.3705e-02	3.1768e-02
2017	Skin_Sun_Exposed_Lower_leg	ENSG00000130024.14	PHF10	chr6	169705133	169724055	10	chr6	169765857	169766056	23628	True	True	1.7506e-05	1.7506e-05	-1.7449e-01	4.0299e-02	3.1871e-02
2018	Artery_Tibial	ENSG00000010072.15	SPRTN	chr1	231337853	231355023	1	chr1	231391036	231391183	1775	True	True	1.4189e-04	1.4189e-04	-1.5788e-01	4.1216e-02	3.1960e-02
2019	Heart_Left_Ventricle	ENSG00000142082.14	SIRT3	chr11	215458	236431	7	chr11	220680	221140	3632	True	True	1.0663e-05	1.0663e-05	2.2462e-01	5.0320e-02	3.2035e-02
2020	Artery_Tibial	ENSG00000197562.9	RAB40C	chr16	589357	629272	19	chr16	604351	604646	8851	True	True	7.5892e-06	7.5892e-06	1.8530e-01	4.1016e-02	3.2102e-02
2021	Ovary	ENSG00000184465.15	WDR27	chr6	169457212	169702048	16	chr6	169765857	169766056	23628	True	True	6.7701e-07	6.7701e-07	3.7536e-01	7.2599e-02	3.2144e-02
2022	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000135541.20	AHI1	chr6	135283532	135497776	4	chr6	135532681	135532929	23129	True	True	3.6150e-05	3.6150e-05	-1.8201e-01	4.3670e-02	3.2345e-02
2023	Adipose_Visceral_Omentum	ENSG00000130024.14	PHF10	chr6	169705133	169724055	10	chr6	169765857	169766056	23628	True	True	1.0390e-05	1.0390e-05	-2.0287e-01	4.5508e-02	3.2424e-02
2024	Cells_Cultured_fibroblasts	ENSG00000161999.11	JMJD8	chr16	681671	684439	12	chr16	604351	604646	8851	True	True	1.1352e-05	1.1352e-05	-2.0053e-01	4.5190e-02	3.2489e-02
2025	Brain_Hippocampus	ENSG00000182362.13	YBEY	chr21	46286337	46297751	9	chr21	46381955	46384987	16180	True	True	1.7877e-06	1.7877e-06	-3.6189e-01	7.3017e-02	3.2501e-02
2026	Artery_Coronary	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	3.6565e-05	3.6565e-05	2.8080e-01	6.6548e-02	3.2739e-02
2027	Artery_Coronary	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	6.2317e-06	6.2317e-06	-3.0823e-01	6.6442e-02	3.2739e-02
2028	Adipose_Visceral_Omentum	ENSG00000204176.13	SYT15	chr10	46578217	46594173	1	chr10	46608408	46608545	2719	True	True	1.0656e-04	1.0656e-04	1.7931e-01	4.5870e-02	3.2751e-02
2029	Muscle_Skeletal	ENSG00000197226.12	TBC1D9B	chr5	179862066	179907859	3	chr5	179937092	179937222	21937	True	True	5.1034e-05	5.1034e-05	1.5325e-01	3.7592e-02	3.2856e-02
2030	Adrenal_Gland	ENSG00000119242.8	CCDC92	chr12	123918660	123972831	4	chr12	123945972	123946023	5994	True	True	1.2192e-05	1.2192e-05	-2.8282e-01	6.3246e-02	3.3002e-02
2031	Cells_Cultured_fibroblasts	ENSG00000172878.13	METAP1D	chr2	171999583	172082430	3	chr2	172042129	172043039	14121	True	True	4.6837e-05	4.6837e-05	-1.8721e-01	4.5554e-02	3.3075e-02
2032	Esophagus_Mucosa	ENSG00000172878.13	METAP1D	chr2	171999583	172082430	3	chr2	172042129	172043039	14121	True	True	3.6464e-05	3.6464e-05	-1.8785e-01	4.5066e-02	3.3114e-02
2033	Thyroid	ENSG00000037965.5	HOXC8	chr12	54009106	54012362	1	chr12	54013943	54014053	5396	True	True	1.8446e-04	1.8446e-04	-1.5725e-01	4.1769e-02	3.3118e-02
2034	Artery_Tibial	ENSG00000142856.16	ITGB3BP	chr1	63440770	63529186	4	chr1	63468454	63468746	694	True	True	3.7716e-05	3.7716e-05	1.7038e-01	4.1022e-02	3.3201e-02
2035	Colon_Sigmoid	ENSG00000182931.9	WFDC10B	chr20	45684653	45705019	4	chr20	45738844	45739247	15244	True	True	2.0017e-05	2.0017e-05	-2.3778e-01	5.4902e-02	3.3526e-02
2036	Muscle_Skeletal	ENSG00000165171.10	WBSCR27	chr7	73834590	73842535	2	chr7	73848668	73848852	24509	True	True	8.0225e-05	8.0225e-05	-1.4808e-01	3.7326e-02	3.3725e-02
2037	Muscle_Skeletal	ENSG00000100058.12	CRYBB2P1	chr22	25448105	25520854	4	chr22	25348997	25349159	16272	True	True	4.0258e-05	4.0258e-05	1.5598e-01	3.7740e-02	3.3725e-02
2038	Brain_Hypothalamus	ENSG00000018610.13	CXorf56	chrX	119538149	119565408	1	chrX	119456961	119457223	28830	True	True	2.4462e-05	2.4462e-05	3.1846e-01	7.3353e-02	3.3837e-02
